hidden_layer_dim = 6
learning_rate = [0.0002]*5000000 + [0.00002]*4000000 + [0.00001]*2000000 + [0.000005]*916288
minibatch_size = 300
num_train_samples_per_sweep = 11734128
num_test_samples = 2933532
Minibatch: 0, Loss: 66123.6133, Error: 6612361.33% 
Minibatch: 500, Loss: 456.0621, Error: 45606.21% 
Minibatch: 1000, Loss: 399.7090, Error: 39970.90% 
Minibatch: 1500, Loss: 492.4618, Error: 49246.18% 
Minibatch: 2000, Loss: 423.7795, Error: 42377.95% 
Minibatch: 2500, Loss: 541.1736, Error: 54117.36% 
Minibatch: 3000, Loss: 537.7641, Error: 53776.41% 
Minibatch: 3500, Loss: 500.2557, Error: 50025.57% 
Minibatch: 4000, Loss: 507.6725, Error: 50767.25% 
Minibatch: 4500, Loss: 411.2972, Error: 41129.72% 
Minibatch: 5000, Loss: 459.2350, Error: 45923.50% 
Minibatch: 5500, Loss: 447.0968, Error: 44709.68% 
Minibatch: 6000, Loss: 477.5994, Error: 47759.94% 
Minibatch: 6500, Loss: 482.9118, Error: 48291.18% 
Minibatch: 7000, Loss: 455.0146, Error: 45501.46% 
Minibatch: 7500, Loss: 448.9005, Error: 44890.05% 
Minibatch: 8000, Loss: 615.6890, Error: 61568.90% 
Minibatch: 8500, Loss: 521.9628, Error: 52196.28% 
Minibatch: 9000, Loss: 510.5310, Error: 51053.10% 
Minibatch: 9500, Loss: 511.0805, Error: 51108.05% 
Minibatch: 10000, Loss: 491.0842, Error: 49108.42% 
Minibatch: 10500, Loss: 528.1115, Error: 52811.15% 
Minibatch: 11000, Loss: 480.2072, Error: 48020.72% 
Minibatch: 11500, Loss: 559.4836, Error: 55948.36% 
Minibatch: 12000, Loss: 462.6995, Error: 46269.95% 
Minibatch: 12500, Loss: 523.0651, Error: 52306.51% 
Minibatch: 13000, Loss: 450.4967, Error: 45049.67% 
Minibatch: 13500, Loss: 418.7367, Error: 41873.67% 
Minibatch: 14000, Loss: 434.4414, Error: 43444.14% 
Minibatch: 14500, Loss: 458.6528, Error: 45865.28% 
Minibatch: 15000, Loss: 459.5560, Error: 45955.60% 
Minibatch: 15500, Loss: 465.1434, Error: 46514.34% 
Minibatch: 16000, Loss: 420.9644, Error: 42096.44% 
Minibatch: 16500, Loss: 471.5720, Error: 47157.20% 
Minibatch: 17000, Loss: 470.9119, Error: 47091.19% 
Minibatch: 17500, Loss: 490.9306, Error: 49093.06% 
Minibatch: 18000, Loss: 462.9053, Error: 46290.53% 
Minibatch: 18500, Loss: 462.6457, Error: 46264.57% 
Minibatch: 19000, Loss: 472.8094, Error: 47280.94% 
Minibatch: 19500, Loss: 469.3510, Error: 46935.10% 
Minibatch: 20000, Loss: 405.9450, Error: 40594.50% 
Minibatch: 20500, Loss: 492.5914, Error: 49259.14% 
Minibatch: 21000, Loss: 484.2287, Error: 48422.88% 
Minibatch: 21500, Loss: 460.9277, Error: 46092.77% 
Minibatch: 22000, Loss: 483.8834, Error: 48388.34% 
Minibatch: 22500, Loss: 389.4357, Error: 38943.57% 
Minibatch: 23000, Loss: 467.7685, Error: 46776.85% 
Minibatch: 23500, Loss: 463.6037, Error: 46360.38% 
Minibatch: 24000, Loss: 454.9735, Error: 45497.35% 
Minibatch: 24500, Loss: 507.8654, Error: 50786.54% 
Minibatch: 25000, Loss: 477.1590, Error: 47715.90% 
Minibatch: 25500, Loss: 442.9450, Error: 44294.50% 
Minibatch: 26000, Loss: 492.9368, Error: 49293.68% 
Minibatch: 26500, Loss: 496.8129, Error: 49681.29% 
Minibatch: 27000, Loss: 450.6940, Error: 45069.40% 
Minibatch: 27500, Loss: 431.1362, Error: 43113.62% 
Minibatch: 28000, Loss: 515.7481, Error: 51574.81% 
Minibatch: 28500, Loss: 473.2952, Error: 47329.52% 
Minibatch: 29000, Loss: 444.7780, Error: 44477.80% 
Minibatch: 29500, Loss: 439.3159, Error: 43931.59% 
Minibatch: 30000, Loss: 479.6117, Error: 47961.17% 
Minibatch: 30500, Loss: 454.1356, Error: 45413.56% 
Minibatch: 31000, Loss: 427.3947, Error: 42739.47% 
Minibatch: 31500, Loss: 461.7298, Error: 46172.98% 
Minibatch: 32000, Loss: 399.6913, Error: 39969.12% 
Minibatch: 32500, Loss: 460.3693, Error: 46036.93% 
Minibatch: 33000, Loss: 434.3022, Error: 43430.22% 
Minibatch: 33500, Loss: 577.9421, Error: 57794.21% 
Minibatch: 34000, Loss: 492.5731, Error: 49257.31% 
Minibatch: 34500, Loss: 452.4426, Error: 45244.26% 
Minibatch: 35000, Loss: 414.0137, Error: 41401.37% 
Minibatch: 35500, Loss: 444.5562, Error: 44455.62% 
Minibatch: 36000, Loss: 445.2462, Error: 44524.62% 
Minibatch: 36500, Loss: 526.8296, Error: 52682.96% 
Minibatch: 37000, Loss: 462.5076, Error: 46250.76% 
Minibatch: 37500, Loss: 433.8404, Error: 43384.04% 
Minibatch: 38000, Loss: 418.1151, Error: 41811.51% 
Minibatch: 38500, Loss: 410.9004, Error: 41090.04% 
Minibatch: 39000, Loss: 458.1180, Error: 45811.80% 
Minibatch: 39500, Loss: 418.7662, Error: 41876.62% 
Minibatch: 40000, Loss: 484.0991, Error: 48409.91% 
Minibatch: 40500, Loss: 435.4893, Error: 43548.93% 
Minibatch: 41000, Loss: 481.8677, Error: 48186.77% 
Minibatch: 41500, Loss: 472.1856, Error: 47218.56% 
Minibatch: 42000, Loss: 493.8000, Error: 49380.00% 
Minibatch: 42500, Loss: 491.2534, Error: 49125.34% 
Minibatch: 43000, Loss: 505.3074, Error: 50530.74% 
Minibatch: 43500, Loss: 416.8425, Error: 41684.25% 
Minibatch: 44000, Loss: 503.7598, Error: 50375.98% 
Minibatch: 44500, Loss: 375.9090, Error: 37590.90% 
Minibatch: 45000, Loss: 452.7084, Error: 45270.84% 
Minibatch: 45500, Loss: 615.9282, Error: 61592.82% 
Minibatch: 46000, Loss: 470.9318, Error: 47093.18% 
Minibatch: 46500, Loss: 538.5151, Error: 53851.51% 
Minibatch: 47000, Loss: 445.2110, Error: 44521.10% 
Minibatch: 47500, Loss: 430.3989, Error: 43039.89% 
Minibatch: 48000, Loss: 485.2222, Error: 48522.22% 
Minibatch: 48500, Loss: 403.7538, Error: 40375.38% 
Minibatch: 49000, Loss: 503.5985, Error: 50359.85% 
Minibatch: 49500, Loss: 428.3347, Error: 42833.47% 
Minibatch: 50000, Loss: 615.6608, Error: 61566.08% 
Minibatch: 50500, Loss: 483.0115, Error: 48301.15% 
Minibatch: 51000, Loss: 423.7544, Error: 42375.44% 
Minibatch: 51500, Loss: 378.8956, Error: 37889.56% 
Minibatch: 52000, Loss: 497.7807, Error: 49778.07% 
