hidden_layer_dim = 15
learning_rate = [0.0002]*5000000 + [0.00002]*4000000 + [0.00001]*2000000 + [0.000005]*628288
minibatch_size = 300
num_train_samples_per_sweep = 11628288
num_test_samples = 2907072
Minibatch: 0, Loss: 68846.1600, Error: 6884616.00% 
Minibatch: 500, Loss: 441.7936, Error: 44179.36% 
Minibatch: 1000, Loss: 484.9549, Error: 48495.49% 
Minibatch: 1500, Loss: 404.7307, Error: 40473.07% 
Minibatch: 2000, Loss: 425.9404, Error: 42594.04% 
Minibatch: 2500, Loss: 359.5957, Error: 35959.57% 
Minibatch: 3000, Loss: 437.0168, Error: 43701.68% 
Minibatch: 3500, Loss: 431.7116, Error: 43171.16% 
Minibatch: 4000, Loss: 416.1296, Error: 41612.96% 
Minibatch: 4500, Loss: 506.9709, Error: 50697.09% 
Minibatch: 5000, Loss: 435.3895, Error: 43538.95% 
Minibatch: 5500, Loss: 374.4769, Error: 37447.69% 
Minibatch: 6000, Loss: 401.3043, Error: 40130.43% 
Minibatch: 6500, Loss: 413.8499, Error: 41384.99% 
Minibatch: 7000, Loss: 396.6573, Error: 39665.73% 
Minibatch: 7500, Loss: 405.1692, Error: 40516.92% 
Minibatch: 8000, Loss: 415.0051, Error: 41500.51% 
Minibatch: 8500, Loss: 412.7452, Error: 41274.52% 
Minibatch: 9000, Loss: 444.9089, Error: 44490.89% 
Minibatch: 9500, Loss: 429.6842, Error: 42968.42% 
Minibatch: 10000, Loss: 378.9016, Error: 37890.16% 
Minibatch: 10500, Loss: 442.8198, Error: 44281.98% 
Minibatch: 11000, Loss: 349.7657, Error: 34976.57% 
Minibatch: 11500, Loss: 360.2598, Error: 36025.98% 
Minibatch: 12000, Loss: 422.4397, Error: 42243.97% 
Minibatch: 12500, Loss: 392.2988, Error: 39229.88% 
Minibatch: 13000, Loss: 405.2068, Error: 40520.68% 
Minibatch: 13500, Loss: 388.3723, Error: 38837.23% 
Minibatch: 14000, Loss: 402.5069, Error: 40250.69% 
Minibatch: 14500, Loss: 406.0981, Error: 40609.81% 
Minibatch: 15000, Loss: 393.1039, Error: 39310.39% 
Minibatch: 15500, Loss: 369.8454, Error: 36984.54% 
Minibatch: 16000, Loss: 465.4114, Error: 46541.14% 
Minibatch: 16500, Loss: 374.2524, Error: 37425.24% 
Minibatch: 17000, Loss: 460.5716, Error: 46057.16% 
Minibatch: 17500, Loss: 415.4637, Error: 41546.37% 
Minibatch: 18000, Loss: 385.9716, Error: 38597.16% 
Minibatch: 18500, Loss: 394.7115, Error: 39471.15% 
Minibatch: 19000, Loss: 401.2963, Error: 40129.63% 
