hidden_layer_dim = 9
learning_rate = [0.0002]*5000000 + [0.00002]*4000000 + [0.00001]*2000000 + [0.000005]*628288
minibatch_size = 300
num_train_samples_per_sweep = 11628288
num_test_samples = 2907072
Minibatch: 0, Loss: 63021.2600, Error: 6302126.00% 
Minibatch: 500, Loss: 483.1471, Error: 48314.71% 
Minibatch: 1000, Loss: 385.0765, Error: 38507.65% 
Minibatch: 1500, Loss: 352.0585, Error: 35205.85% 
Minibatch: 2000, Loss: 515.1109, Error: 51511.09% 
Minibatch: 2500, Loss: 407.2485, Error: 40724.85% 
Minibatch: 3000, Loss: 430.3589, Error: 43035.89% 
Minibatch: 3500, Loss: 459.5491, Error: 45954.91% 
Minibatch: 4000, Loss: 430.3830, Error: 43038.30% 
Minibatch: 4500, Loss: 392.0871, Error: 39208.71% 
Minibatch: 5000, Loss: 544.2119, Error: 54421.19% 
Minibatch: 5500, Loss: 410.9224, Error: 41092.24% 
Minibatch: 6000, Loss: 448.1575, Error: 44815.75% 
Minibatch: 6500, Loss: 455.5855, Error: 45558.55% 
Minibatch: 7000, Loss: 437.7861, Error: 43778.61% 
Minibatch: 7500, Loss: 393.5307, Error: 39353.07% 
Minibatch: 8000, Loss: 364.6626, Error: 36466.26% 
Minibatch: 8500, Loss: 442.3273, Error: 44232.73% 
Minibatch: 9000, Loss: 511.2126, Error: 51121.26% 
Minibatch: 9500, Loss: 460.3947, Error: 46039.47% 
Minibatch: 10000, Loss: 425.5148, Error: 42551.48% 
Minibatch: 10500, Loss: 489.3562, Error: 48935.62% 
Minibatch: 11000, Loss: 438.4185, Error: 43841.85% 
Minibatch: 11500, Loss: 375.3439, Error: 37534.39% 
Minibatch: 12000, Loss: 319.7033, Error: 31970.33% 
Minibatch: 12500, Loss: 368.7627, Error: 36876.27% 
Minibatch: 13000, Loss: 374.2081, Error: 37420.81% 
Minibatch: 13500, Loss: 363.7765, Error: 36377.65% 
Minibatch: 14000, Loss: 399.0913, Error: 39909.13% 
Minibatch: 14500, Loss: 375.8042, Error: 37580.42% 
Minibatch: 15000, Loss: 442.4670, Error: 44246.70% 
Minibatch: 15500, Loss: 418.6336, Error: 41863.36% 
Minibatch: 16000, Loss: 496.5680, Error: 49656.80% 
Minibatch: 16500, Loss: 335.8032, Error: 33580.32% 
Minibatch: 17000, Loss: 381.6298, Error: 38162.98% 
Minibatch: 17500, Loss: 427.1810, Error: 42718.10% 
Minibatch: 18000, Loss: 381.5068, Error: 38150.68% 
Minibatch: 18500, Loss: 351.6791, Error: 35167.91% 
Minibatch: 19000, Loss: 388.5524, Error: 38855.24% 
Minibatch: 19500, Loss: 360.4856, Error: 36048.56% 
Minibatch: 20000, Loss: 415.6591, Error: 41565.91% 
Minibatch: 20500, Loss: 372.3775, Error: 37237.75% 
Minibatch: 21000, Loss: 409.4366, Error: 40943.66% 
Minibatch: 21500, Loss: 419.6284, Error: 41962.84% 
Minibatch: 22000, Loss: 423.7239, Error: 42372.39% 
Minibatch: 22500, Loss: 403.9255, Error: 40392.55% 
Minibatch: 23000, Loss: 429.7130, Error: 42971.30% 
Minibatch: 23500, Loss: 497.5267, Error: 49752.67% 
Minibatch: 24000, Loss: 422.6736, Error: 42267.36% 
Minibatch: 24500, Loss: 365.9745, Error: 36597.45% 
Minibatch: 25000, Loss: 361.6227, Error: 36162.27% 
Minibatch: 25500, Loss: 361.3455, Error: 36134.55% 
Minibatch: 26000, Loss: 331.2348, Error: 33123.48% 
Minibatch: 26500, Loss: 378.6422, Error: 37864.22% 
Minibatch: 27000, Loss: 425.3080, Error: 42530.80% 
Minibatch: 27500, Loss: 388.6885, Error: 38868.85% 
