hidden_layer_dim = 27
learning_rate = 1.21e-05
minibatch_size = 100
num_train_samples_per_sweep = 259308
num_test_samples = 2646
Minibatch: 0, Loss: 40183.1475, Error: 4018314.75% 
Minibatch: 500, Loss: 21785.3200, Error: 2178532.00% 
Minibatch: 1000, Loss: 1956.5817, Error: 195658.17% 
Minibatch: 1500, Loss: 1088.1537, Error: 108815.37% 
Minibatch: 2000, Loss: 569.2994, Error: 56929.94% 
Minibatch: 2500, Loss: 409.0689, Error: 40906.89% 
Minibatch: 3000, Loss: 385.1839, Error: 38518.39% 
Minibatch: 3500, Loss: 373.9710, Error: 37397.10% 
Minibatch: 4000, Loss: 341.8253, Error: 34182.53% 
Minibatch: 4500, Loss: 585.9668, Error: 58596.68% 
Minibatch: 5000, Loss: 362.9523, Error: 36295.23% 
Minibatch: 5500, Loss: 329.2998, Error: 32929.98% 
Minibatch: 6000, Loss: 332.1755, Error: 33217.55% 
Minibatch: 6500, Loss: 335.7937, Error: 33579.37% 
Minibatch: 7000, Loss: 399.1976, Error: 39919.76% 
Minibatch: 7500, Loss: 259.1057, Error: 25910.57% 
Minibatch: 8000, Loss: 309.9666, Error: 30996.66% 
Minibatch: 8500, Loss: 316.8287, Error: 31682.87% 
Minibatch: 9000, Loss: 330.6443, Error: 33064.43% 
Minibatch: 9500, Loss: 321.6982, Error: 32169.82% 
Minibatch: 10000, Loss: 286.4611, Error: 28646.11% 
Minibatch: 10500, Loss: 291.8695, Error: 29186.95% 
Minibatch: 11000, Loss: 323.9590, Error: 32395.90% 
Minibatch: 11500, Loss: 317.8428, Error: 31784.28% 
Minibatch: 12000, Loss: 258.4818, Error: 25848.18% 
Minibatch: 12500, Loss: 303.2553, Error: 30325.53% 
Minibatch: 13000, Loss: 513.2804, Error: 51328.04% 
Minibatch: 13500, Loss: 293.2031, Error: 29320.31% 
Minibatch: 14000, Loss: 271.6056, Error: 27160.56% 
Minibatch: 14500, Loss: 356.3078, Error: 35630.78% 
Minibatch: 15000, Loss: 212.5349, Error: 21253.49% 
Minibatch: 15500, Loss: 359.0161, Error: 35901.61% 
Minibatch: 16000, Loss: 276.7901, Error: 27679.01% 
Minibatch: 16500, Loss: 349.9413, Error: 34994.13% 
Minibatch: 17000, Loss: 367.9218, Error: 36792.18% 
Minibatch: 17500, Loss: 275.6567, Error: 27565.67% 
Minibatch: 18000, Loss: 370.9890, Error: 37098.90% 
Minibatch: 18500, Loss: 266.9431, Error: 26694.31% 
Minibatch: 19000, Loss: 234.7279, Error: 23472.79% 
Minibatch: 19500, Loss: 445.2987, Error: 44529.87% 
Minibatch: 20000, Loss: 469.9894, Error: 46998.94% 
Minibatch: 20500, Loss: 457.1786, Error: 45717.86% 
Minibatch: 21000, Loss: 234.7242, Error: 23472.42% 
Minibatch: 21500, Loss: 357.4423, Error: 35744.23% 
Minibatch: 22000, Loss: 214.4112, Error: 21441.12% 
Minibatch: 22500, Loss: 378.6792, Error: 37867.92% 
Minibatch: 23000, Loss: 378.0376, Error: 37803.76% 
Minibatch: 23500, Loss: 325.1302, Error: 32513.02% 
Minibatch: 24000, Loss: 242.1817, Error: 24218.17% 
Minibatch: 24500, Loss: 346.1791, Error: 34617.91% 
Minibatch: 25000, Loss: 247.2216, Error: 24722.16% 
Minibatch: 25500, Loss: 414.5229, Error: 41452.29% 
Label-Feature Diff = [13.0, 22.0, 6.0]
Label-Predict Diff = [13.0, 10.0, 18.0]

Label-Feature Diff = [12.0, 21.0, 5.0]
Label-Predict Diff = [12.0, 9.0, 17.0]

Label-Feature Diff = [12.0, 21.0, 5.0]
Label-Predict Diff = [12.0, 9.0, 17.0]

Label-Feature Diff = [16.0, 25.0, 9.0]
Label-Predict Diff = [15.0, 12.0, 22.0]

Label-Feature Diff = [16.0, 25.0, 9.0]
Label-Predict Diff = [15.0, 12.0, 22.0]

Label-Feature Diff = [16.0, 25.0, 9.0]
Label-Predict Diff = [15.0, 12.0, 22.0]

Label-Feature Diff = [16.0, 25.0, 9.0]
Label-Predict Diff = [15.0, 12.0, 22.0]

Label-Feature Diff = [15.0, 24.0, 8.0]
Label-Predict Diff = [14.0, 11.0, 21.0]

Label-Feature Diff = [12.0, 21.0, 5.0]
Label-Predict Diff = [12.0, 9.0, 17.0]

Label-Feature Diff = [10.0, 19.0, 3.0]
Label-Predict Diff = [10.0, 8.0, 15.0]

Label-Feature Diff = [14.0, 23.0, 7.0]
Label-Predict Diff = [14.0, 11.0, 19.0]

Label-Feature Diff = [15.0, 24.0, 8.0]
Label-Predict Diff = [14.0, 11.0, 21.0]

Label-Feature Diff = [17.0, 26.0, 10.0]
Label-Predict Diff = [16.0, 13.0, 23.0]

Label-Feature Diff = [19.0, 28.0, 12.0]
Label-Predict Diff = [17.0, 14.0, 26.0]

Label-Feature Diff = [17.0, 26.0, 10.0]
Label-Predict Diff = [16.0, 13.0, 23.0]

Label-Feature Diff = [15.0, 24.0, 8.0]
Label-Predict Diff = [14.0, 11.0, 21.0]

Label-Feature Diff = [13.0, 22.0, 6.0]
Label-Predict Diff = [13.0, 10.0, 18.0]

Label-Feature Diff = [13.0, 22.0, 6.0]
Label-Predict Diff = [13.0, 10.0, 18.0]

Label-Feature Diff = [15.0, 24.0, 8.0]
Label-Predict Diff = [14.0, 11.0, 21.0]

Label-Feature Diff = [18.0, 27.0, 11.0]
Label-Predict Diff = [17.0, 14.0, 24.0]

