hidden_layer_dim = 18
learning_rate = [0.0002]*5000000 + [0.00002]*4000000 + [0.00001]*2000000 + [0.000005]*628288
minibatch_size = 500
num_train_samples_per_sweep = 11628288
num_test_samples = 2907072
Minibatch: 0, Loss: 68023.9440, Error: 6802394.40% 
Minibatch: 500, Loss: 410.3481, Error: 41034.81% 
Minibatch: 1000, Loss: 358.2105, Error: 35821.05% 
Minibatch: 1500, Loss: 356.3705, Error: 35637.05% 
Minibatch: 2000, Loss: 349.4208, Error: 34942.08% 
Minibatch: 2500, Loss: 369.9398, Error: 36993.97% 
Minibatch: 3000, Loss: 376.2167, Error: 37621.67% 
Minibatch: 3500, Loss: 376.7006, Error: 37670.06% 
Minibatch: 4000, Loss: 357.5950, Error: 35759.50% 
Minibatch: 4500, Loss: 447.3756, Error: 44737.56% 
Minibatch: 5000, Loss: 414.5646, Error: 41456.46% 
Minibatch: 5500, Loss: 357.1846, Error: 35718.46% 
Minibatch: 6000, Loss: 352.4872, Error: 35248.72% 
Minibatch: 6500, Loss: 389.3547, Error: 38935.47% 
Minibatch: 7000, Loss: 388.8612, Error: 38886.12% 
Minibatch: 7500, Loss: 359.7992, Error: 35979.92% 
Minibatch: 8000, Loss: 353.6322, Error: 35363.22% 
Minibatch: 8500, Loss: 321.6553, Error: 32165.53% 
Minibatch: 9000, Loss: 377.2241, Error: 37722.41% 
Minibatch: 9500, Loss: 360.6749, Error: 36067.49% 
Minibatch: 10000, Loss: 348.8938, Error: 34889.38% 
Minibatch: 10500, Loss: 372.7200, Error: 37272.00% 
Minibatch: 11000, Loss: 386.8293, Error: 38682.93% 
Minibatch: 11500, Loss: 346.1702, Error: 34617.02% 
Minibatch: 12000, Loss: 314.2954, Error: 31429.54% 
Minibatch: 12500, Loss: 333.1969, Error: 33319.69% 
Minibatch: 13000, Loss: 377.3720, Error: 37737.20% 
Minibatch: 13500, Loss: 330.3433, Error: 33034.33% 
Minibatch: 14000, Loss: 338.7839, Error: 33878.39% 
Minibatch: 14500, Loss: 406.4028, Error: 40640.28% 
Minibatch: 15000, Loss: 374.9245, Error: 37492.45% 
Minibatch: 15500, Loss: 359.1616, Error: 35916.16% 
Minibatch: 16000, Loss: 356.3596, Error: 35635.96% 
Minibatch: 16500, Loss: 351.6872, Error: 35168.72% 
Minibatch: 17000, Loss: 469.2200, Error: 46922.00% 
Minibatch: 17500, Loss: 373.4936, Error: 37349.36% 
Minibatch: 18000, Loss: 373.2277, Error: 37322.77% 
Minibatch: 18500, Loss: 385.0834, Error: 38508.34% 
Minibatch: 19000, Loss: 359.4675, Error: 35946.75% 
Minibatch: 19500, Loss: 357.7308, Error: 35773.07% 
Minibatch: 20000, Loss: 342.4928, Error: 34249.28% 
Minibatch: 20500, Loss: 326.9388, Error: 32693.88% 
Minibatch: 21000, Loss: 344.5528, Error: 34455.28% 
Minibatch: 21500, Loss: 348.1510, Error: 34815.10% 
Minibatch: 22000, Loss: 370.4892, Error: 37048.92% 
Minibatch: 22500, Loss: 368.8607, Error: 36886.07% 
Minibatch: 23000, Loss: 347.5969, Error: 34759.69% 
Minibatch: 23500, Loss: 417.9441, Error: 41794.41% 
Minibatch: 24000, Loss: 364.6410, Error: 36464.10% 
Minibatch: 24500, Loss: 370.1404, Error: 37014.04% 
Minibatch: 25000, Loss: 368.8411, Error: 36884.11% 
Minibatch: 25500, Loss: 388.8428, Error: 38884.28% 
Minibatch: 26000, Loss: 346.2862, Error: 34628.62% 
Minibatch: 26500, Loss: 358.6347, Error: 35863.47% 
Minibatch: 27000, Loss: 350.2918, Error: 35029.18% 
Minibatch: 27500, Loss: 362.2575, Error: 36225.75% 
Minibatch: 28000, Loss: 347.7909, Error: 34779.09% 
Minibatch: 28500, Loss: 335.5400, Error: 33554.00% 
Minibatch: 29000, Loss: 327.8191, Error: 32781.91% 
Minibatch: 29500, Loss: 365.1553, Error: 36515.53% 
Minibatch: 30000, Loss: 357.6023, Error: 35760.23% 
Minibatch: 30500, Loss: 336.5855, Error: 33658.55% 
Minibatch: 31000, Loss: 367.7442, Error: 36774.42% 
Minibatch: 31500, Loss: 406.5830, Error: 40658.30% 
Minibatch: 32000, Loss: 312.5350, Error: 31253.50% 
Minibatch: 32500, Loss: 338.2663, Error: 33826.62% 
Minibatch: 33000, Loss: 357.1227, Error: 35712.28% 
Minibatch: 33500, Loss: 316.5419, Error: 31654.19% 
Minibatch: 34000, Loss: 374.4480, Error: 37444.80% 
Minibatch: 34500, Loss: 387.3013, Error: 38730.13% 
Minibatch: 35000, Loss: 380.8021, Error: 38080.21% 
Minibatch: 35500, Loss: 359.9753, Error: 35997.53% 
Minibatch: 36000, Loss: 346.5837, Error: 34658.37% 
Minibatch: 36500, Loss: 356.9711, Error: 35697.11% 
Minibatch: 37000, Loss: 345.4601, Error: 34546.01% 
Minibatch: 37500, Loss: 363.2375, Error: 36323.75% 
Minibatch: 38000, Loss: 347.1924, Error: 34719.24% 
Minibatch: 38500, Loss: 314.3859, Error: 31438.59% 
Minibatch: 39000, Loss: 314.1162, Error: 31411.62% 
Minibatch: 39500, Loss: 331.0149, Error: 33101.49% 
Minibatch: 40000, Loss: 310.6439, Error: 31064.39% 
Minibatch: 40500, Loss: 359.9397, Error: 35993.97% 
Minibatch: 41000, Loss: 389.4674, Error: 38946.74% 
Minibatch: 41500, Loss: 357.6146, Error: 35761.46% 
Minibatch: 42000, Loss: 352.9378, Error: 35293.78% 
Minibatch: 42500, Loss: 346.3502, Error: 34635.02% 
Minibatch: 43000, Loss: 345.4331, Error: 34543.31% 
Minibatch: 43500, Loss: 343.8019, Error: 34380.19% 
Minibatch: 44000, Loss: 337.0912, Error: 33709.12% 
Minibatch: 44500, Loss: 330.9254, Error: 33092.54% 
Minibatch: 45000, Loss: 321.6242, Error: 32162.42% 
Minibatch: 45500, Loss: 341.7712, Error: 34177.12% 
Minibatch: 46000, Loss: 367.4993, Error: 36749.93% 
Minibatch: 46500, Loss: 324.1951, Error: 32419.51% 
Minibatch: 47000, Loss: 352.6603, Error: 35266.03% 
Minibatch: 47500, Loss: 347.3548, Error: 34735.48% 
Minibatch: 48000, Loss: 383.1458, Error: 38314.58% 
Minibatch: 48500, Loss: 337.2418, Error: 33724.18% 
Minibatch: 49000, Loss: 338.3612, Error: 33836.12% 
Minibatch: 49500, Loss: 369.5487, Error: 36954.87% 
Minibatch: 50000, Loss: 337.5227, Error: 33752.27% 
Minibatch: 50500, Loss: 332.2562, Error: 33225.62% 
Minibatch: 51000, Loss: 335.7923, Error: 33579.23% 
Minibatch: 51500, Loss: 341.1915, Error: 34119.15% 
Minibatch: 52000, Loss: 349.8680, Error: 34986.80% 
Minibatch: 52500, Loss: 347.7798, Error: 34777.98% 
Minibatch: 53000, Loss: 347.7322, Error: 34773.22% 
Minibatch: 53500, Loss: 387.6327, Error: 38763.28% 
Minibatch: 54000, Loss: 354.5532, Error: 35455.32% 
Minibatch: 54500, Loss: 338.8847, Error: 33888.47% 
Minibatch: 55000, Loss: 345.6779, Error: 34567.79% 
Minibatch: 55500, Loss: 376.8014, Error: 37680.14% 
Minibatch: 56000, Loss: 321.4421, Error: 32144.21% 
Minibatch: 56500, Loss: 348.2528, Error: 34825.28% 
Minibatch: 57000, Loss: 358.4735, Error: 35847.35% 
Minibatch: 57500, Loss: 314.6243, Error: 31462.43% 
Minibatch: 58000, Loss: 344.1273, Error: 34412.73% 
Minibatch: 58500, Loss: 338.4773, Error: 33847.73% 
Minibatch: 59000, Loss: 358.6109, Error: 35861.09% 
Minibatch: 59500, Loss: 359.0134, Error: 35901.34% 
Minibatch: 60000, Loss: 347.2907, Error: 34729.07% 
Minibatch: 60500, Loss: 370.5521, Error: 37055.21% 
Minibatch: 61000, Loss: 328.5693, Error: 32856.93% 
Minibatch: 61500, Loss: 312.7888, Error: 31278.88% 
Minibatch: 62000, Loss: 384.3548, Error: 38435.48% 
Minibatch: 62500, Loss: 341.4952, Error: 34149.52% 
Minibatch: 63000, Loss: 332.9343, Error: 33293.43% 
Minibatch: 63500, Loss: 389.1179, Error: 38911.79% 
Minibatch: 64000, Loss: 326.6108, Error: 32661.08% 
Minibatch: 64500, Loss: 399.1635, Error: 39916.35% 
Minibatch: 65000, Loss: 331.8595, Error: 33185.95% 
Minibatch: 65500, Loss: 285.8780, Error: 28587.80% 
Minibatch: 66000, Loss: 385.1398, Error: 38513.98% 
Minibatch: 66500, Loss: 373.0469, Error: 37304.69% 
Minibatch: 67000, Loss: 428.6328, Error: 42863.28% 
Minibatch: 67500, Loss: 362.9817, Error: 36298.17% 
Minibatch: 68000, Loss: 360.0968, Error: 36009.68% 
Minibatch: 68500, Loss: 321.0582, Error: 32105.82% 
Minibatch: 69000, Loss: 356.3601, Error: 35636.01% 
Minibatch: 69500, Loss: 373.3984, Error: 37339.84% 
Minibatch: 70000, Loss: 301.4382, Error: 30143.82% 
Minibatch: 70500, Loss: 313.7592, Error: 31375.92% 
Minibatch: 71000, Loss: 310.3654, Error: 31036.54% 
Minibatch: 71500, Loss: 345.7783, Error: 34577.83% 
Minibatch: 72000, Loss: 330.2453, Error: 33024.53% 
Minibatch: 72500, Loss: 355.8470, Error: 35584.70% 
Minibatch: 73000, Loss: 373.7360, Error: 37373.60% 
Minibatch: 73500, Loss: 348.8081, Error: 34880.81% 
Minibatch: 74000, Loss: 322.0883, Error: 32208.83% 
Minibatch: 74500, Loss: 376.7582, Error: 37675.82% 
Minibatch: 75000, Loss: 353.4040, Error: 35340.40% 
Minibatch: 75500, Loss: 343.4190, Error: 34341.90% 
Minibatch: 76000, Loss: 298.8439, Error: 29884.39% 
Minibatch: 76500, Loss: 360.8785, Error: 36087.85% 
Minibatch: 77000, Loss: 368.7006, Error: 36870.06% 
Minibatch: 77500, Loss: 331.1116, Error: 33111.16% 
Minibatch: 78000, Loss: 363.7376, Error: 36373.76% 
Minibatch: 78500, Loss: 425.2345, Error: 42523.45% 
Minibatch: 79000, Loss: 322.5966, Error: 32259.66% 
Minibatch: 79500, Loss: 356.4158, Error: 35641.57% 
Minibatch: 80000, Loss: 359.2892, Error: 35928.92% 
Minibatch: 80500, Loss: 353.2681, Error: 35326.81% 
Minibatch: 81000, Loss: 415.6221, Error: 41562.21% 
Minibatch: 81500, Loss: 363.8588, Error: 36385.88% 
Minibatch: 82000, Loss: 310.0897, Error: 31008.97% 
Minibatch: 82500, Loss: 376.2963, Error: 37629.63% 
Minibatch: 83000, Loss: 343.3916, Error: 34339.16% 
Minibatch: 83500, Loss: 334.5515, Error: 33455.15% 
Minibatch: 84000, Loss: 382.1037, Error: 38210.38% 
Minibatch: 84500, Loss: 311.1720, Error: 31117.20% 
Minibatch: 85000, Loss: 352.8863, Error: 35288.63% 
Minibatch: 85500, Loss: 331.4578, Error: 33145.78% 
Minibatch: 86000, Loss: 330.1439, Error: 33014.39% 
Minibatch: 86500, Loss: 379.8338, Error: 37983.38% 
Minibatch: 87000, Loss: 310.7053, Error: 31070.53% 
Minibatch: 87500, Loss: 342.1316, Error: 34213.16% 
Minibatch: 88000, Loss: 341.9738, Error: 34197.38% 
Minibatch: 88500, Loss: 327.6778, Error: 32767.78% 
Minibatch: 89000, Loss: 394.3349, Error: 39433.49% 
Minibatch: 89500, Loss: 354.9224, Error: 35492.24% 
Minibatch: 90000, Loss: 445.4846, Error: 44548.46% 
Minibatch: 90500, Loss: 326.1051, Error: 32610.51% 
Minibatch: 91000, Loss: 372.3871, Error: 37238.71% 
Minibatch: 91500, Loss: 351.6953, Error: 35169.53% 
Minibatch: 92000, Loss: 342.5939, Error: 34259.39% 
Minibatch: 92500, Loss: 313.3383, Error: 31333.83% 
Minibatch: 93000, Loss: 350.5235, Error: 35052.35% 
Minibatch: 93500, Loss: 330.0709, Error: 33007.09% 
Minibatch: 94000, Loss: 328.1150, Error: 32811.50% 
Minibatch: 94500, Loss: 328.4688, Error: 32846.88% 
Minibatch: 95000, Loss: 378.6144, Error: 37861.44% 
Minibatch: 95500, Loss: 298.7194, Error: 29871.94% 
Minibatch: 96000, Loss: 336.9484, Error: 33694.84% 
Minibatch: 96500, Loss: 365.1533, Error: 36515.33% 
Minibatch: 97000, Loss: 360.7741, Error: 36077.41% 
Minibatch: 97500, Loss: 431.6517, Error: 43165.17% 
Minibatch: 98000, Loss: 346.0719, Error: 34607.19% 
Minibatch: 98500, Loss: 358.3926, Error: 35839.26% 
Minibatch: 99000, Loss: 357.3503, Error: 35735.03% 
Minibatch: 99500, Loss: 427.0473, Error: 42704.72% 
Minibatch: 100000, Loss: 363.5065, Error: 36350.65% 
Minibatch: 100500, Loss: 395.8859, Error: 39588.59% 
Minibatch: 101000, Loss: 310.9145, Error: 31091.45% 
Minibatch: 101500, Loss: 316.0554, Error: 31605.54% 
Minibatch: 102000, Loss: 325.4698, Error: 32546.98% 
Minibatch: 102500, Loss: 370.5970, Error: 37059.70% 
Minibatch: 103000, Loss: 330.0876, Error: 33008.76% 
Minibatch: 103500, Loss: 329.7544, Error: 32975.44% 
Minibatch: 104000, Loss: 341.7779, Error: 34177.79% 
Minibatch: 104500, Loss: 331.1528, Error: 33115.28% 
Minibatch: 105000, Loss: 389.2256, Error: 38922.56% 
Minibatch: 105500, Loss: 378.0670, Error: 37806.70% 
Minibatch: 106000, Loss: 322.1853, Error: 32218.53% 
Minibatch: 106500, Loss: 348.8575, Error: 34885.75% 
Minibatch: 107000, Loss: 353.5539, Error: 35355.39% 
Minibatch: 107500, Loss: 316.8142, Error: 31681.42% 
Minibatch: 108000, Loss: 400.0460, Error: 40004.60% 
Minibatch: 108500, Loss: 288.2040, Error: 28820.40% 
Minibatch: 109000, Loss: 365.0612, Error: 36506.12% 
Minibatch: 109500, Loss: 332.2477, Error: 33224.77% 
Minibatch: 110000, Loss: 304.1357, Error: 30413.57% 
Minibatch: 110500, Loss: 367.3197, Error: 36731.97% 
Minibatch: 111000, Loss: 356.2330, Error: 35623.30% 
Minibatch: 111500, Loss: 378.8016, Error: 37880.16% 
Minibatch: 112000, Loss: 346.2715, Error: 34627.15% 
Minibatch: 112500, Loss: 400.0449, Error: 40004.49% 
Minibatch: 113000, Loss: 302.6468, Error: 30264.68% 
Minibatch: 113500, Loss: 331.6117, Error: 33161.17% 
Minibatch: 114000, Loss: 380.4343, Error: 38043.43% 
Minibatch: 114500, Loss: 303.9014, Error: 30390.14% 
Minibatch: 115000, Loss: 373.9171, Error: 37391.71% 
Minibatch: 115500, Loss: 366.4727, Error: 36647.27% 
Minibatch: 116000, Loss: 358.1778, Error: 35817.78% 
Minibatch: 116500, Loss: 336.7393, Error: 33673.93% 
Minibatch: 117000, Loss: 388.3187, Error: 38831.87% 
Minibatch: 117500, Loss: 360.5082, Error: 36050.82% 
Minibatch: 118000, Loss: 342.3502, Error: 34235.02% 
Minibatch: 118500, Loss: 355.4131, Error: 35541.31% 
Minibatch: 119000, Loss: 322.1560, Error: 32215.60% 
Minibatch: 119500, Loss: 374.7799, Error: 37477.99% 
Minibatch: 120000, Loss: 416.1517, Error: 41615.17% 
Minibatch: 120500, Loss: 327.0708, Error: 32707.08% 
Minibatch: 121000, Loss: 380.9329, Error: 38093.29% 
Minibatch: 121500, Loss: 322.8810, Error: 32288.10% 
Minibatch: 122000, Loss: 357.0353, Error: 35703.53% 
Minibatch: 122500, Loss: 342.0509, Error: 34205.09% 
Minibatch: 123000, Loss: 364.3116, Error: 36431.16% 
Minibatch: 123500, Loss: 314.8605, Error: 31486.05% 
Minibatch: 124000, Loss: 344.7810, Error: 34478.10% 
Minibatch: 124500, Loss: 324.8124, Error: 32481.24% 
Minibatch: 125000, Loss: 344.5229, Error: 34452.29% 
Minibatch: 125500, Loss: 326.7216, Error: 32672.16% 
Minibatch: 126000, Loss: 326.5319, Error: 32653.19% 
Minibatch: 126500, Loss: 343.6275, Error: 34362.75% 
Minibatch: 127000, Loss: 323.5197, Error: 32351.97% 
Minibatch: 127500, Loss: 357.7526, Error: 35775.26% 
Minibatch: 128000, Loss: 416.3915, Error: 41639.15% 
Minibatch: 128500, Loss: 410.8334, Error: 41083.34% 
Minibatch: 129000, Loss: 339.3073, Error: 33930.72% 
Minibatch: 129500, Loss: 427.7417, Error: 42774.17% 
Minibatch: 130000, Loss: 340.7883, Error: 34078.83% 
Minibatch: 130500, Loss: 344.9220, Error: 34492.20% 
Minibatch: 131000, Loss: 348.5431, Error: 34854.31% 
Minibatch: 131500, Loss: 318.7916, Error: 31879.16% 
Minibatch: 132000, Loss: 305.1442, Error: 30514.42% 
Minibatch: 132500, Loss: 388.4729, Error: 38847.29% 
Minibatch: 133000, Loss: 356.6098, Error: 35660.98% 
Minibatch: 133500, Loss: 364.8639, Error: 36486.39% 
Minibatch: 134000, Loss: 350.0492, Error: 35004.92% 
Minibatch: 134500, Loss: 370.0427, Error: 37004.27% 
