hidden_layer_dim = 24
learning_rate = [0.0002]*3000000 + [0.00002]*2000000 + [0.00001]*600000 + [0.000005]*444400
minibatch_size = 300
num_train_samples_per_sweep = 6044400
num_test_samples = 1511100
Minibatch: 0, Loss: 43298.9667, Error: 4329896.67% 
Minibatch: 500, Loss: 317.1868, Error: 31718.68% 
Minibatch: 1000, Loss: 225.9395, Error: 22593.95% 
Minibatch: 1500, Loss: 289.8820, Error: 28988.20% 
Minibatch: 2000, Loss: 315.0331, Error: 31503.31% 
Minibatch: 2500, Loss: 275.8972, Error: 27589.72% 
Minibatch: 3000, Loss: 270.8671, Error: 27086.71% 
Minibatch: 3500, Loss: 240.3847, Error: 24038.47% 
Minibatch: 4000, Loss: 256.6361, Error: 25663.61% 
Minibatch: 4500, Loss: 233.6268, Error: 23362.68% 
Minibatch: 5000, Loss: 296.1152, Error: 29611.52% 
Minibatch: 5500, Loss: 238.4628, Error: 23846.28% 
Minibatch: 6000, Loss: 265.1637, Error: 26516.37% 
Minibatch: 6500, Loss: 261.8404, Error: 26184.04% 
Minibatch: 7000, Loss: 257.8527, Error: 25785.27% 
Minibatch: 7500, Loss: 283.8479, Error: 28384.79% 
Minibatch: 8000, Loss: 309.1699, Error: 30916.99% 
Minibatch: 8500, Loss: 242.9714, Error: 24297.14% 
Minibatch: 9000, Loss: 303.9635, Error: 30396.35% 
Minibatch: 9500, Loss: 279.7614, Error: 27976.14% 
Minibatch: 10000, Loss: 267.2177, Error: 26721.77% 
Minibatch: 10500, Loss: 210.5387, Error: 21053.87% 
Minibatch: 11000, Loss: 303.8414, Error: 30384.14% 
Minibatch: 11500, Loss: 248.2120, Error: 24821.20% 
Minibatch: 12000, Loss: 277.1393, Error: 27713.93% 
Minibatch: 12500, Loss: 322.8482, Error: 32284.82% 
Minibatch: 13000, Loss: 237.4465, Error: 23744.65% 
Minibatch: 13500, Loss: 233.4292, Error: 23342.92% 
Minibatch: 14000, Loss: 275.3650, Error: 27536.50% 
Minibatch: 14500, Loss: 272.6803, Error: 27268.03% 
Minibatch: 15000, Loss: 273.0905, Error: 27309.05% 
Minibatch: 15500, Loss: 343.7459, Error: 34374.59% 
Minibatch: 16000, Loss: 319.0976, Error: 31909.76% 
Minibatch: 16500, Loss: 234.4236, Error: 23442.36% 
Minibatch: 17000, Loss: 259.9793, Error: 25997.93% 
Minibatch: 17500, Loss: 265.0214, Error: 26502.14% 
Minibatch: 18000, Loss: 277.1692, Error: 27716.92% 
Minibatch: 18500, Loss: 247.5635, Error: 24756.35% 
Minibatch: 19000, Loss: 218.7124, Error: 21871.24% 
Minibatch: 19500, Loss: 292.3142, Error: 29231.42% 
Minibatch: 20000, Loss: 289.1399, Error: 28913.99% 
Minibatch: 20500, Loss: 245.6473, Error: 24564.73% 
Minibatch: 21000, Loss: 253.2781, Error: 25327.81% 
Minibatch: 21500, Loss: 223.9078, Error: 22390.78% 
Minibatch: 22000, Loss: 317.6404, Error: 31764.04% 
Minibatch: 22500, Loss: 200.5407, Error: 20054.07% 
Minibatch: 23000, Loss: 288.0775, Error: 28807.75% 
Minibatch: 23500, Loss: 243.8878, Error: 24388.78% 
Minibatch: 24000, Loss: 238.6168, Error: 23861.68% 
Minibatch: 24500, Loss: 292.3182, Error: 29231.82% 
Minibatch: 25000, Loss: 244.8654, Error: 24486.54% 
Minibatch: 25500, Loss: 194.8943, Error: 19489.43% 
Minibatch: 26000, Loss: 208.0566, Error: 20805.66% 
Minibatch: 26500, Loss: 276.2131, Error: 27621.31% 
Minibatch: 27000, Loss: 256.8222, Error: 25682.22% 
Minibatch: 27500, Loss: 254.4839, Error: 25448.39% 
Minibatch: 28000, Loss: 261.6342, Error: 26163.42% 
Minibatch: 28500, Loss: 243.4086, Error: 24340.86% 
Minibatch: 29000, Loss: 255.8717, Error: 25587.17% 
Minibatch: 29500, Loss: 231.2632, Error: 23126.32% 
