hidden_layer_dim = 21
learning_rate = [0.0002]*5000000 + [0.00002]*4000000 + [0.00001]*2000000 + [0.000005]*848824
minibatch_size = 500
num_train_samples_per_sweep = 11848824
num_test_samples = 2962206
Minibatch: 0, Loss: 47140.1720, Error: 4714017.20% 
Minibatch: 500, Loss: 397.9310, Error: 39793.10% 
Minibatch: 1000, Loss: 383.2687, Error: 38326.87% 
Minibatch: 1500, Loss: 397.8032, Error: 39780.32% 
Minibatch: 2000, Loss: 382.9493, Error: 38294.93% 
Minibatch: 2500, Loss: 366.7049, Error: 36670.49% 
Minibatch: 3000, Loss: 445.1212, Error: 44512.12% 
Minibatch: 3500, Loss: 443.3950, Error: 44339.50% 
Minibatch: 4000, Loss: 381.8015, Error: 38180.15% 
Minibatch: 4500, Loss: 364.0082, Error: 36400.82% 
Minibatch: 5000, Loss: 389.9776, Error: 38997.76% 
Minibatch: 5500, Loss: 323.8569, Error: 32385.69% 
Minibatch: 6000, Loss: 357.0072, Error: 35700.72% 
Minibatch: 6500, Loss: 328.6525, Error: 32865.25% 
Minibatch: 7000, Loss: 397.6393, Error: 39763.93% 
Minibatch: 7500, Loss: 400.7264, Error: 40072.64% 
Minibatch: 8000, Loss: 382.3693, Error: 38236.93% 
Minibatch: 8500, Loss: 403.2081, Error: 40320.81% 
Minibatch: 9000, Loss: 345.2613, Error: 34526.13% 
Minibatch: 9500, Loss: 393.0332, Error: 39303.32% 
Minibatch: 10000, Loss: 320.5914, Error: 32059.14% 
Minibatch: 10500, Loss: 393.7421, Error: 39374.21% 
Minibatch: 11000, Loss: 383.2428, Error: 38324.28% 
Minibatch: 11500, Loss: 380.6042, Error: 38060.42% 
Minibatch: 12000, Loss: 386.4749, Error: 38647.49% 
Minibatch: 12500, Loss: 342.9180, Error: 34291.80% 
Minibatch: 13000, Loss: 385.6496, Error: 38564.96% 
Minibatch: 13500, Loss: 366.8392, Error: 36683.92% 
Minibatch: 14000, Loss: 361.6807, Error: 36168.07% 
Minibatch: 14500, Loss: 354.6976, Error: 35469.76% 
Minibatch: 15000, Loss: 367.2134, Error: 36721.34% 
Minibatch: 15500, Loss: 327.7355, Error: 32773.55% 
Minibatch: 16000, Loss: 409.0140, Error: 40901.40% 
Minibatch: 16500, Loss: 400.8173, Error: 40081.72% 
Minibatch: 17000, Loss: 362.8516, Error: 36285.16% 
Minibatch: 17500, Loss: 365.3493, Error: 36534.93% 
Minibatch: 18000, Loss: 421.4253, Error: 42142.53% 
Minibatch: 18500, Loss: 363.2908, Error: 36329.08% 
Minibatch: 19000, Loss: 346.1332, Error: 34613.32% 
Minibatch: 19500, Loss: 383.4272, Error: 38342.72% 
Minibatch: 20000, Loss: 406.6582, Error: 40665.82% 
Minibatch: 20500, Loss: 376.7735, Error: 37677.35% 
Minibatch: 21000, Loss: 393.9055, Error: 39390.55% 
Minibatch: 21500, Loss: 387.7265, Error: 38772.65% 
Minibatch: 22000, Loss: 377.3698, Error: 37736.97% 
Minibatch: 22500, Loss: 352.0856, Error: 35208.56% 
Minibatch: 23000, Loss: 370.7809, Error: 37078.09% 
Minibatch: 23500, Loss: 350.3239, Error: 35032.39% 
Minibatch: 24000, Loss: 387.8406, Error: 38784.06% 
Minibatch: 24500, Loss: 375.9563, Error: 37595.63% 
Minibatch: 25000, Loss: 394.6515, Error: 39465.15% 
Minibatch: 25500, Loss: 394.5470, Error: 39454.70% 
Minibatch: 26000, Loss: 342.7825, Error: 34278.25% 
Minibatch: 26500, Loss: 339.1890, Error: 33918.90% 
Minibatch: 27000, Loss: 349.3946, Error: 34939.46% 
Minibatch: 27500, Loss: 365.6304, Error: 36563.04% 
Minibatch: 28000, Loss: 355.7060, Error: 35570.60% 
Minibatch: 28500, Loss: 440.3018, Error: 44030.18% 
Minibatch: 29000, Loss: 379.4405, Error: 37944.05% 
Minibatch: 29500, Loss: 307.5326, Error: 30753.26% 
Minibatch: 30000, Loss: 366.4513, Error: 36645.13% 
Minibatch: 30500, Loss: 342.8297, Error: 34282.97% 
Minibatch: 31000, Loss: 323.9467, Error: 32394.67% 
Minibatch: 31500, Loss: 380.5970, Error: 38059.70% 
Minibatch: 32000, Loss: 335.8306, Error: 33583.06% 
Minibatch: 32500, Loss: 358.2684, Error: 35826.84% 
Minibatch: 33000, Loss: 349.5797, Error: 34957.97% 
Minibatch: 33500, Loss: 334.7534, Error: 33475.34% 
Minibatch: 34000, Loss: 390.5552, Error: 39055.52% 
Minibatch: 34500, Loss: 340.5916, Error: 34059.16% 
Minibatch: 35000, Loss: 376.3992, Error: 37639.92% 
Minibatch: 35500, Loss: 407.2342, Error: 40723.42% 
Minibatch: 36000, Loss: 358.5379, Error: 35853.79% 
Minibatch: 36500, Loss: 340.1036, Error: 34010.36% 
Minibatch: 37000, Loss: 368.8138, Error: 36881.38% 
Minibatch: 37500, Loss: 379.7531, Error: 37975.31% 
Minibatch: 38000, Loss: 313.4873, Error: 31348.73% 
Minibatch: 38500, Loss: 334.5404, Error: 33454.04% 
