hidden_layer_dim = 27
learning_rate = [0.0002]*5000000 + [0.00002]*4000000 + [0.00001]*2000000 + [0.000005]*734128
minibatch_size = 500
num_train_samples_per_sweep = 11734128
num_test_samples = 2933532
Minibatch: 0, Loss: 66508.9320, Error: 6650893.20% 
Minibatch: 500, Loss: 376.7992, Error: 37679.92% 
Minibatch: 1000, Loss: 362.6156, Error: 36261.56% 
Minibatch: 1500, Loss: 389.5016, Error: 38950.16% 
Minibatch: 2000, Loss: 419.0935, Error: 41909.35% 
Minibatch: 2500, Loss: 408.6225, Error: 40862.25% 
Minibatch: 3000, Loss: 405.8863, Error: 40588.63% 
Minibatch: 3500, Loss: 372.4942, Error: 37249.42% 
Minibatch: 4000, Loss: 391.5647, Error: 39156.47% 
Minibatch: 4500, Loss: 360.4140, Error: 36041.40% 
Minibatch: 5000, Loss: 353.2152, Error: 35321.52% 
Minibatch: 5500, Loss: 359.5580, Error: 35955.80% 
Minibatch: 6000, Loss: 379.8163, Error: 37981.63% 
Minibatch: 6500, Loss: 373.8661, Error: 37386.61% 
Minibatch: 7000, Loss: 346.3228, Error: 34632.28% 
Minibatch: 7500, Loss: 414.7248, Error: 41472.48% 
Minibatch: 8000, Loss: 369.5070, Error: 36950.70% 
Minibatch: 8500, Loss: 434.5487, Error: 43454.88% 
Minibatch: 9000, Loss: 380.7670, Error: 38076.70% 
Minibatch: 9500, Loss: 408.6834, Error: 40868.34% 
Minibatch: 10000, Loss: 409.1298, Error: 40912.98% 
Minibatch: 10500, Loss: 350.3062, Error: 35030.62% 
Minibatch: 11000, Loss: 408.3205, Error: 40832.05% 
Minibatch: 11500, Loss: 364.4372, Error: 36443.72% 
Minibatch: 12000, Loss: 387.4112, Error: 38741.12% 
Minibatch: 12500, Loss: 379.6239, Error: 37962.39% 
Minibatch: 13000, Loss: 378.4704, Error: 37847.04% 
Minibatch: 13500, Loss: 394.4136, Error: 39441.36% 
Minibatch: 14000, Loss: 396.1980, Error: 39619.80% 
Minibatch: 14500, Loss: 380.4407, Error: 38044.07% 
Minibatch: 15000, Loss: 368.2689, Error: 36826.89% 
Minibatch: 15500, Loss: 370.8673, Error: 37086.73% 
Minibatch: 16000, Loss: 369.1752, Error: 36917.52% 
Minibatch: 16500, Loss: 383.7676, Error: 38376.76% 
Minibatch: 17000, Loss: 369.5996, Error: 36959.96% 
Minibatch: 17500, Loss: 408.8066, Error: 40880.66% 
Minibatch: 18000, Loss: 391.5089, Error: 39150.89% 
Minibatch: 18500, Loss: 373.3483, Error: 37334.83% 
Minibatch: 19000, Loss: 364.0234, Error: 36402.34% 
Minibatch: 19500, Loss: 376.4674, Error: 37646.74% 
Minibatch: 20000, Loss: 398.1494, Error: 39814.94% 
Minibatch: 20500, Loss: 380.3907, Error: 38039.07% 
Minibatch: 21000, Loss: 413.6522, Error: 41365.22% 
Minibatch: 21500, Loss: 410.3349, Error: 41033.49% 
Minibatch: 22000, Loss: 391.6075, Error: 39160.75% 
Minibatch: 22500, Loss: 404.0118, Error: 40401.18% 
Minibatch: 23000, Loss: 352.1565, Error: 35215.65% 
Minibatch: 23500, Loss: 360.4034, Error: 36040.34% 
Minibatch: 24000, Loss: 408.6887, Error: 40868.87% 
Minibatch: 24500, Loss: 336.4369, Error: 33643.69% 
Minibatch: 25000, Loss: 384.7317, Error: 38473.17% 
Minibatch: 25500, Loss: 371.5652, Error: 37156.52% 
Minibatch: 26000, Loss: 346.9018, Error: 34690.18% 
Minibatch: 26500, Loss: 336.1320, Error: 33613.20% 
Minibatch: 27000, Loss: 389.5740, Error: 38957.40% 
Minibatch: 27500, Loss: 405.5441, Error: 40554.41% 
Minibatch: 28000, Loss: 376.1298, Error: 37612.97% 
Minibatch: 28500, Loss: 395.2916, Error: 39529.16% 
Minibatch: 29000, Loss: 364.6367, Error: 36463.67% 
Minibatch: 29500, Loss: 315.9891, Error: 31598.91% 
Minibatch: 30000, Loss: 383.5565, Error: 38355.65% 
Minibatch: 30500, Loss: 373.4944, Error: 37349.44% 
Minibatch: 31000, Loss: 329.1075, Error: 32910.75% 
Minibatch: 31500, Loss: 421.2566, Error: 42125.66% 
Minibatch: 32000, Loss: 358.3509, Error: 35835.09% 
Minibatch: 32500, Loss: 398.0202, Error: 39802.02% 
Minibatch: 33000, Loss: 385.4783, Error: 38547.83% 
Minibatch: 33500, Loss: 383.9857, Error: 38398.57% 
Minibatch: 34000, Loss: 376.9543, Error: 37695.43% 
Minibatch: 34500, Loss: 381.8930, Error: 38189.30% 
Minibatch: 35000, Loss: 327.3727, Error: 32737.28% 
Minibatch: 35500, Loss: 416.9697, Error: 41696.97% 
Minibatch: 36000, Loss: 390.1968, Error: 39019.68% 
Minibatch: 36500, Loss: 342.7913, Error: 34279.13% 
Minibatch: 37000, Loss: 393.9310, Error: 39393.10% 
Minibatch: 37500, Loss: 405.5793, Error: 40557.93% 
Minibatch: 38000, Loss: 376.3788, Error: 37637.88% 
Minibatch: 38500, Loss: 342.1153, Error: 34211.53% 
Minibatch: 39000, Loss: 343.0968, Error: 34309.68% 
Minibatch: 39500, Loss: 329.5924, Error: 32959.24% 
Minibatch: 40000, Loss: 350.1714, Error: 35017.14% 
Minibatch: 40500, Loss: 426.2829, Error: 42628.29% 
Minibatch: 41000, Loss: 393.0928, Error: 39309.28% 
Minibatch: 41500, Loss: 398.5392, Error: 39853.92% 
Minibatch: 42000, Loss: 390.7345, Error: 39073.45% 
Minibatch: 42500, Loss: 328.7775, Error: 32877.75% 
Minibatch: 43000, Loss: 412.5097, Error: 41250.97% 
Minibatch: 43500, Loss: 415.5723, Error: 41557.23% 
Minibatch: 44000, Loss: 347.2837, Error: 34728.38% 
Minibatch: 44500, Loss: 346.7770, Error: 34677.70% 
Minibatch: 45000, Loss: 369.9718, Error: 36997.18% 
Minibatch: 45500, Loss: 362.9438, Error: 36294.38% 
Minibatch: 46000, Loss: 390.0998, Error: 39009.98% 
Minibatch: 46500, Loss: 358.3592, Error: 35835.92% 
Minibatch: 47000, Loss: 418.0004, Error: 41800.04% 
Minibatch: 47500, Loss: 349.5403, Error: 34954.03% 
Minibatch: 48000, Loss: 342.3698, Error: 34236.98% 
Minibatch: 48500, Loss: 391.6980, Error: 39169.80% 
Minibatch: 49000, Loss: 353.5569, Error: 35355.69% 
Minibatch: 49500, Loss: 371.2709, Error: 37127.09% 
Minibatch: 50000, Loss: 397.8240, Error: 39782.40% 
Minibatch: 50500, Loss: 351.6302, Error: 35163.03% 
Minibatch: 51000, Loss: 412.4288, Error: 41242.88% 
Minibatch: 51500, Loss: 342.2980, Error: 34229.80% 
Minibatch: 52000, Loss: 370.5027, Error: 37050.27% 
Minibatch: 52500, Loss: 379.7331, Error: 37973.31% 
Minibatch: 53000, Loss: 310.7897, Error: 31078.97% 
Minibatch: 53500, Loss: 384.2223, Error: 38422.23% 
Minibatch: 54000, Loss: 404.7269, Error: 40472.69% 
Minibatch: 54500, Loss: 405.1938, Error: 40519.38% 
Minibatch: 55000, Loss: 366.8275, Error: 36682.75% 
Minibatch: 55500, Loss: 355.5723, Error: 35557.23% 
Minibatch: 56000, Loss: 389.2396, Error: 38923.96% 
Minibatch: 56500, Loss: 387.3763, Error: 38737.63% 
Minibatch: 57000, Loss: 383.1260, Error: 38312.60% 
Minibatch: 57500, Loss: 393.2387, Error: 39323.87% 
Minibatch: 58000, Loss: 364.0061, Error: 36400.61% 
Minibatch: 58500, Loss: 370.9163, Error: 37091.63% 
Minibatch: 59000, Loss: 402.1973, Error: 40219.73% 
Minibatch: 59500, Loss: 371.8523, Error: 37185.23% 
Minibatch: 60000, Loss: 355.1496, Error: 35514.96% 
Minibatch: 60500, Loss: 429.7904, Error: 42979.04% 
Minibatch: 61000, Loss: 353.8352, Error: 35383.52% 
Minibatch: 61500, Loss: 368.8016, Error: 36880.16% 
Minibatch: 62000, Loss: 376.2391, Error: 37623.91% 
Minibatch: 62500, Loss: 348.9740, Error: 34897.40% 
Minibatch: 63000, Loss: 393.4209, Error: 39342.09% 
Minibatch: 63500, Loss: 388.0276, Error: 38802.76% 
Minibatch: 64000, Loss: 345.3248, Error: 34532.48% 
Minibatch: 64500, Loss: 346.9521, Error: 34695.21% 
Minibatch: 65000, Loss: 371.3003, Error: 37130.03% 
Minibatch: 65500, Loss: 377.5181, Error: 37751.81% 
Minibatch: 66000, Loss: 382.1612, Error: 38216.12% 
Minibatch: 66500, Loss: 399.5289, Error: 39952.89% 
Minibatch: 67000, Loss: 299.7779, Error: 29977.79% 
Minibatch: 67500, Loss: 310.8371, Error: 31083.71% 
Minibatch: 68000, Loss: 322.8836, Error: 32288.36% 
Minibatch: 68500, Loss: 313.7790, Error: 31377.90% 
Minibatch: 69000, Loss: 354.4971, Error: 35449.71% 
Minibatch: 69500, Loss: 373.1097, Error: 37310.97% 
Minibatch: 70000, Loss: 337.8308, Error: 33783.08% 
Minibatch: 70500, Loss: 387.8181, Error: 38781.81% 
Minibatch: 71000, Loss: 434.4802, Error: 43448.02% 
Minibatch: 71500, Loss: 409.2648, Error: 40926.48% 
Minibatch: 72000, Loss: 402.2873, Error: 40228.73% 
Minibatch: 72500, Loss: 354.3610, Error: 35436.10% 
Minibatch: 73000, Loss: 420.4462, Error: 42044.62% 
Minibatch: 73500, Loss: 384.9722, Error: 38497.22% 
Minibatch: 74000, Loss: 352.9956, Error: 35299.56% 
Minibatch: 74500, Loss: 362.2427, Error: 36224.27% 
Minibatch: 75000, Loss: 372.1552, Error: 37215.52% 
Minibatch: 75500, Loss: 359.2126, Error: 35921.26% 
Minibatch: 76000, Loss: 350.3693, Error: 35036.93% 
Minibatch: 76500, Loss: 333.2109, Error: 33321.09% 
Minibatch: 77000, Loss: 366.2366, Error: 36623.66% 
Minibatch: 77500, Loss: 340.1582, Error: 34015.82% 
Minibatch: 78000, Loss: 424.6095, Error: 42460.95% 
Minibatch: 78500, Loss: 368.4168, Error: 36841.68% 
Minibatch: 79000, Loss: 366.5383, Error: 36653.83% 
Minibatch: 79500, Loss: 358.5998, Error: 35859.98% 
Minibatch: 80000, Loss: 401.1003, Error: 40110.03% 
Minibatch: 80500, Loss: 341.5698, Error: 34156.98% 
Minibatch: 81000, Loss: 376.2027, Error: 37620.28% 
Minibatch: 81500, Loss: 378.9839, Error: 37898.39% 
Minibatch: 82000, Loss: 381.0036, Error: 38100.36% 
Minibatch: 82500, Loss: 381.8728, Error: 38187.28% 
Minibatch: 83000, Loss: 331.7841, Error: 33178.41% 
Minibatch: 83500, Loss: 355.1022, Error: 35510.22% 
Minibatch: 84000, Loss: 350.8569, Error: 35085.69% 
Minibatch: 84500, Loss: 364.7898, Error: 36478.98% 
Minibatch: 85000, Loss: 386.8217, Error: 38682.17% 
Minibatch: 85500, Loss: 361.0586, Error: 36105.86% 
Minibatch: 86000, Loss: 386.7089, Error: 38670.89% 
Minibatch: 86500, Loss: 353.1790, Error: 35317.90% 
Minibatch: 87000, Loss: 350.4035, Error: 35040.35% 
Minibatch: 87500, Loss: 319.3493, Error: 31934.93% 
Minibatch: 88000, Loss: 406.5877, Error: 40658.77% 
Minibatch: 88500, Loss: 331.3175, Error: 33131.75% 
Minibatch: 89000, Loss: 352.9849, Error: 35298.49% 
Minibatch: 89500, Loss: 344.4067, Error: 34440.67% 
Minibatch: 90000, Loss: 356.5365, Error: 35653.65% 
Minibatch: 90500, Loss: 336.8991, Error: 33689.91% 
Minibatch: 91000, Loss: 418.9092, Error: 41890.92% 
Minibatch: 91500, Loss: 394.3305, Error: 39433.05% 
Minibatch: 92000, Loss: 423.0427, Error: 42304.27% 
Minibatch: 92500, Loss: 355.1575, Error: 35515.75% 
Minibatch: 93000, Loss: 341.2724, Error: 34127.24% 
Minibatch: 93500, Loss: 342.9620, Error: 34296.20% 
Minibatch: 94000, Loss: 373.0718, Error: 37307.18% 
Minibatch: 94500, Loss: 430.6527, Error: 43065.27% 
Minibatch: 95000, Loss: 316.6266, Error: 31662.66% 
Minibatch: 95500, Loss: 338.9990, Error: 33899.90% 
Minibatch: 96000, Loss: 380.9592, Error: 38095.92% 
Minibatch: 96500, Loss: 343.4588, Error: 34345.88% 
Minibatch: 97000, Loss: 335.5256, Error: 33552.56% 
Minibatch: 97500, Loss: 368.4932, Error: 36849.32% 
Minibatch: 98000, Loss: 377.0773, Error: 37707.73% 
Minibatch: 98500, Loss: 335.8037, Error: 33580.38% 
Minibatch: 99000, Loss: 325.3450, Error: 32534.50% 
Minibatch: 99500, Loss: 333.2112, Error: 33321.12% 
Minibatch: 100000, Loss: 370.3426, Error: 37034.26% 
Minibatch: 100500, Loss: 329.5969, Error: 32959.69% 
Minibatch: 101000, Loss: 400.9639, Error: 40096.39% 
Minibatch: 101500, Loss: 369.1150, Error: 36911.50% 
Minibatch: 102000, Loss: 365.4094, Error: 36540.94% 
Minibatch: 102500, Loss: 347.6209, Error: 34762.09% 
Minibatch: 103000, Loss: 401.6692, Error: 40166.92% 
Minibatch: 103500, Loss: 312.5888, Error: 31258.88% 
Minibatch: 104000, Loss: 424.0241, Error: 42402.41% 
Minibatch: 104500, Loss: 333.9980, Error: 33399.80% 
Minibatch: 105000, Loss: 328.1519, Error: 32815.19% 
Minibatch: 105500, Loss: 358.1395, Error: 35813.95% 
Minibatch: 106000, Loss: 372.9505, Error: 37295.05% 
Minibatch: 106500, Loss: 373.9422, Error: 37394.22% 
Minibatch: 107000, Loss: 415.0536, Error: 41505.36% 
Minibatch: 107500, Loss: 331.1876, Error: 33118.76% 
Minibatch: 108000, Loss: 359.8666, Error: 35986.66% 
Minibatch: 108500, Loss: 374.0859, Error: 37408.59% 
Minibatch: 109000, Loss: 426.5223, Error: 42652.23% 
Minibatch: 109500, Loss: 359.1031, Error: 35910.31% 
Minibatch: 110000, Loss: 357.7854, Error: 35778.54% 
Minibatch: 110500, Loss: 337.7714, Error: 33777.14% 
Minibatch: 111000, Loss: 377.8345, Error: 37783.45% 
Minibatch: 111500, Loss: 363.0272, Error: 36302.72% 
Minibatch: 112000, Loss: 411.9566, Error: 41195.66% 
Minibatch: 112500, Loss: 367.8905, Error: 36789.05% 
Minibatch: 113000, Loss: 331.2311, Error: 33123.11% 
Minibatch: 113500, Loss: 374.0298, Error: 37402.98% 
Minibatch: 114000, Loss: 344.5093, Error: 34450.93% 
Minibatch: 114500, Loss: 349.1748, Error: 34917.48% 
Minibatch: 115000, Loss: 385.6771, Error: 38567.71% 
Minibatch: 115500, Loss: 354.4682, Error: 35446.82% 
Minibatch: 116000, Loss: 336.1324, Error: 33613.24% 
Minibatch: 116500, Loss: 331.4475, Error: 33144.75% 
Minibatch: 117000, Loss: 372.8197, Error: 37281.97% 
Minibatch: 117500, Loss: 313.0509, Error: 31305.09% 
Minibatch: 118000, Loss: 371.3616, Error: 37136.16% 
Minibatch: 118500, Loss: 416.8788, Error: 41687.88% 
Minibatch: 119000, Loss: 342.5550, Error: 34255.50% 
Minibatch: 119500, Loss: 356.8643, Error: 35686.43% 
Minibatch: 120000, Loss: 382.7719, Error: 38277.19% 
Minibatch: 120500, Loss: 375.8531, Error: 37585.31% 
Minibatch: 121000, Loss: 341.6195, Error: 34161.95% 
Minibatch: 121500, Loss: 379.9225, Error: 37992.25% 
Minibatch: 122000, Loss: 357.0845, Error: 35708.45% 
Minibatch: 122500, Loss: 310.1209, Error: 31012.09% 
Minibatch: 123000, Loss: 382.5410, Error: 38254.10% 
Minibatch: 123500, Loss: 429.5993, Error: 42959.93% 
Minibatch: 124000, Loss: 366.6089, Error: 36660.89% 
Minibatch: 124500, Loss: 390.8853, Error: 39088.53% 
Minibatch: 125000, Loss: 344.9464, Error: 34494.64% 
Minibatch: 125500, Loss: 421.2557, Error: 42125.57% 
Minibatch: 126000, Loss: 354.1097, Error: 35410.97% 
