hidden_layer_dim = 21
learning_rate = [0.0002]*795184 + [0.00002]*2000000 + [0.00001]*4000000 + [0.000005]*5000000
minibatch_size = 500
num_train_samples_per_sweep = 11795184
num_test_samples = 2948796
Minibatch: 0, Loss: 46314.9120, Error: 4631491.20% 
Minibatch: 500, Loss: 405.5911, Error: 40559.11% 
Minibatch: 1000, Loss: 396.3183, Error: 39631.83% 
Minibatch: 1500, Loss: 377.2569, Error: 37725.69% 
Minibatch: 2000, Loss: 365.6959, Error: 36569.59% 
Minibatch: 2500, Loss: 372.2589, Error: 37225.89% 
Minibatch: 3000, Loss: 345.1569, Error: 34515.69% 
Minibatch: 3500, Loss: 395.5738, Error: 39557.38% 
Minibatch: 4000, Loss: 383.1156, Error: 38311.56% 
Minibatch: 4500, Loss: 422.7412, Error: 42274.12% 
Minibatch: 5000, Loss: 408.2889, Error: 40828.89% 
Minibatch: 5500, Loss: 394.4159, Error: 39441.59% 
Minibatch: 6000, Loss: 372.2769, Error: 37227.69% 
Minibatch: 6500, Loss: 400.0023, Error: 40000.23% 
Minibatch: 7000, Loss: 414.7612, Error: 41476.12% 
Minibatch: 7500, Loss: 400.2887, Error: 40028.87% 
Minibatch: 8000, Loss: 354.4657, Error: 35446.57% 
Minibatch: 8500, Loss: 327.9608, Error: 32796.08% 
Minibatch: 9000, Loss: 355.6065, Error: 35560.65% 
Minibatch: 9500, Loss: 368.2060, Error: 36820.60% 
Minibatch: 10000, Loss: 379.1380, Error: 37913.80% 
Minibatch: 10500, Loss: 388.7461, Error: 38874.61% 
Minibatch: 11000, Loss: 466.6521, Error: 46665.21% 
Minibatch: 11500, Loss: 392.9009, Error: 39290.09% 
Minibatch: 12000, Loss: 350.0092, Error: 35000.92% 
Minibatch: 12500, Loss: 377.9609, Error: 37796.09% 
Minibatch: 13000, Loss: 385.9868, Error: 38598.68% 
Minibatch: 13500, Loss: 362.2545, Error: 36225.45% 
Minibatch: 14000, Loss: 379.2031, Error: 37920.31% 
Minibatch: 14500, Loss: 334.1416, Error: 33414.16% 
Minibatch: 15000, Loss: 394.8856, Error: 39488.56% 
Minibatch: 15500, Loss: 386.6315, Error: 38663.15% 
Minibatch: 16000, Loss: 350.9906, Error: 35099.06% 
Minibatch: 16500, Loss: 371.8777, Error: 37187.78% 
Minibatch: 17000, Loss: 341.9974, Error: 34199.74% 
Minibatch: 17500, Loss: 312.2371, Error: 31223.71% 
Minibatch: 18000, Loss: 415.0947, Error: 41509.47% 
Minibatch: 18500, Loss: 364.6966, Error: 36469.66% 
Minibatch: 19000, Loss: 407.1728, Error: 40717.28% 
Minibatch: 19500, Loss: 337.9132, Error: 33791.32% 
Minibatch: 20000, Loss: 378.1621, Error: 37816.21% 
Minibatch: 20500, Loss: 340.9690, Error: 34096.90% 
Minibatch: 21000, Loss: 441.9491, Error: 44194.91% 
Minibatch: 21500, Loss: 354.1598, Error: 35415.98% 
Minibatch: 22000, Loss: 415.6014, Error: 41560.14% 
Minibatch: 22500, Loss: 417.9156, Error: 41791.56% 
Minibatch: 23000, Loss: 379.4546, Error: 37945.46% 
Minibatch: 23500, Loss: 355.7626, Error: 35576.26% 
Minibatch: 24000, Loss: 365.2906, Error: 36529.06% 
Minibatch: 24500, Loss: 455.4044, Error: 45540.44% 
Minibatch: 25000, Loss: 415.4242, Error: 41542.42% 
Minibatch: 25500, Loss: 385.5489, Error: 38554.89% 
Minibatch: 26000, Loss: 338.9127, Error: 33891.27% 
Minibatch: 26500, Loss: 330.5813, Error: 33058.13% 
Minibatch: 27000, Loss: 363.7778, Error: 36377.78% 
Minibatch: 27500, Loss: 321.0851, Error: 32108.51% 
Minibatch: 28000, Loss: 325.0856, Error: 32508.56% 
Minibatch: 28500, Loss: 352.0423, Error: 35204.23% 
Minibatch: 29000, Loss: 364.1077, Error: 36410.77% 
Minibatch: 29500, Loss: 342.5575, Error: 34255.75% 
Minibatch: 30000, Loss: 397.0503, Error: 39705.03% 
Minibatch: 30500, Loss: 350.4358, Error: 35043.58% 
Minibatch: 31000, Loss: 345.2697, Error: 34526.97% 
Minibatch: 31500, Loss: 335.2724, Error: 33527.24% 
Minibatch: 32000, Loss: 427.5324, Error: 42753.24% 
Minibatch: 32500, Loss: 367.5021, Error: 36750.21% 
Minibatch: 33000, Loss: 431.0252, Error: 43102.52% 
Minibatch: 33500, Loss: 461.9627, Error: 46196.27% 
Minibatch: 34000, Loss: 396.2365, Error: 39623.65% 
Minibatch: 34500, Loss: 352.9833, Error: 35298.33% 
Minibatch: 35000, Loss: 375.6446, Error: 37564.46% 
Minibatch: 35500, Loss: 361.1190, Error: 36111.90% 
Minibatch: 36000, Loss: 344.7150, Error: 34471.50% 
Minibatch: 36500, Loss: 382.2308, Error: 38223.08% 
Minibatch: 37000, Loss: 372.3429, Error: 37234.29% 
Minibatch: 37500, Loss: 372.5155, Error: 37251.55% 
Minibatch: 38000, Loss: 327.2174, Error: 32721.74% 
