hidden_layer_dim = 6
learning_rate = [0.0002]*5000000 + [0.00002]*4000000 + [0.00001]*2000000 + [0.000005]*916288
minibatch_size = 500
num_train_samples_per_sweep = 11916288
num_test_samples = 2979072
Minibatch: 0, Loss: 67108.9840, Error: 6710898.40% 
Minibatch: 500, Loss: 519.7315, Error: 51973.15% 
Minibatch: 1000, Loss: 525.6575, Error: 52565.75% 
Minibatch: 1500, Loss: 510.3476, Error: 51034.76% 
Minibatch: 2000, Loss: 459.4707, Error: 45947.07% 
Minibatch: 2500, Loss: 449.3263, Error: 44932.63% 
Minibatch: 3000, Loss: 476.2903, Error: 47629.03% 
Minibatch: 3500, Loss: 524.3570, Error: 52435.70% 
Minibatch: 4000, Loss: 501.5022, Error: 50150.22% 
Minibatch: 4500, Loss: 427.0962, Error: 42709.62% 
Minibatch: 5000, Loss: 540.2868, Error: 54028.68% 
Minibatch: 5500, Loss: 479.6212, Error: 47962.12% 
Minibatch: 6000, Loss: 472.8325, Error: 47283.25% 
Minibatch: 6500, Loss: 461.8038, Error: 46180.38% 
Minibatch: 7000, Loss: 434.0280, Error: 43402.80% 
Minibatch: 7500, Loss: 497.7537, Error: 49775.37% 
Minibatch: 8000, Loss: 475.0903, Error: 47509.03% 
Minibatch: 8500, Loss: 461.6003, Error: 46160.03% 
Minibatch: 9000, Loss: 457.3167, Error: 45731.67% 
Minibatch: 9500, Loss: 443.2760, Error: 44327.60% 
Minibatch: 10000, Loss: 420.6899, Error: 42068.99% 
Minibatch: 10500, Loss: 483.9851, Error: 48398.51% 
Minibatch: 11000, Loss: 502.3447, Error: 50234.47% 
Minibatch: 11500, Loss: 466.3027, Error: 46630.27% 
Minibatch: 12000, Loss: 452.4140, Error: 45241.40% 
Minibatch: 12500, Loss: 488.2707, Error: 48827.07% 
Minibatch: 13000, Loss: 436.2492, Error: 43624.92% 
Minibatch: 13500, Loss: 464.3221, Error: 46432.21% 
Minibatch: 14000, Loss: 456.8063, Error: 45680.63% 
Minibatch: 14500, Loss: 441.9974, Error: 44199.74% 
Minibatch: 15000, Loss: 481.4146, Error: 48141.46% 
Minibatch: 15500, Loss: 425.7822, Error: 42578.22% 
Minibatch: 16000, Loss: 449.7613, Error: 44976.13% 
Minibatch: 16500, Loss: 529.1307, Error: 52913.07% 
Minibatch: 17000, Loss: 465.4423, Error: 46544.23% 
Minibatch: 17500, Loss: 484.4275, Error: 48442.75% 
Minibatch: 18000, Loss: 477.7367, Error: 47773.67% 
Minibatch: 18500, Loss: 479.5684, Error: 47956.84% 
Minibatch: 19000, Loss: 466.3333, Error: 46633.33% 
Minibatch: 19500, Loss: 451.7738, Error: 45177.38% 
Minibatch: 20000, Loss: 481.6434, Error: 48164.34% 
Minibatch: 20500, Loss: 491.8366, Error: 49183.66% 
Minibatch: 21000, Loss: 444.5604, Error: 44456.04% 
Minibatch: 21500, Loss: 477.4754, Error: 47747.54% 
Minibatch: 22000, Loss: 474.4274, Error: 47442.74% 
Minibatch: 22500, Loss: 510.8342, Error: 51083.42% 
Minibatch: 23000, Loss: 445.4009, Error: 44540.09% 
Minibatch: 23500, Loss: 439.3093, Error: 43930.93% 
Minibatch: 24000, Loss: 464.7177, Error: 46471.77% 
Minibatch: 24500, Loss: 455.3177, Error: 45531.77% 
Minibatch: 25000, Loss: 478.8719, Error: 47887.19% 
Minibatch: 25500, Loss: 438.3285, Error: 43832.85% 
Minibatch: 26000, Loss: 433.1598, Error: 43315.98% 
Minibatch: 26500, Loss: 460.7908, Error: 46079.08% 
Minibatch: 27000, Loss: 457.1298, Error: 45712.98% 
Minibatch: 27500, Loss: 433.4754, Error: 43347.54% 
Minibatch: 28000, Loss: 496.3325, Error: 49633.25% 
Minibatch: 28500, Loss: 455.4013, Error: 45540.13% 
Minibatch: 29000, Loss: 500.5834, Error: 50058.34% 
Minibatch: 29500, Loss: 502.7815, Error: 50278.15% 
Minibatch: 30000, Loss: 459.3027, Error: 45930.27% 
Minibatch: 30500, Loss: 481.4930, Error: 48149.30% 
Minibatch: 31000, Loss: 422.4151, Error: 42241.51% 
Minibatch: 31500, Loss: 476.9565, Error: 47695.65% 
Minibatch: 32000, Loss: 517.6334, Error: 51763.34% 
Minibatch: 32500, Loss: 459.7686, Error: 45976.86% 
Minibatch: 33000, Loss: 457.5803, Error: 45758.03% 
Minibatch: 33500, Loss: 500.9557, Error: 50095.57% 
Minibatch: 34000, Loss: 437.9761, Error: 43797.61% 
Minibatch: 34500, Loss: 502.2423, Error: 50224.23% 
Minibatch: 35000, Loss: 488.3366, Error: 48833.66% 
Minibatch: 35500, Loss: 491.0467, Error: 49104.67% 
Minibatch: 36000, Loss: 437.1007, Error: 43710.07% 
Minibatch: 36500, Loss: 458.9693, Error: 45896.93% 
Minibatch: 37000, Loss: 485.8834, Error: 48588.34% 
Minibatch: 37500, Loss: 419.4243, Error: 41942.43% 
Minibatch: 38000, Loss: 451.0382, Error: 45103.82% 
Minibatch: 38500, Loss: 470.1301, Error: 47013.01% 
Minibatch: 39000, Loss: 493.5307, Error: 49353.07% 
